,ID,Name,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
57,CT00058,Matakaoa,-37.55696585,178.2815937,8,7,7,7,6,6,6,6,5,6,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,CT00059,Matamata,-37.8106,175.76237,55,56,53,57,53,53,51,48,46,46,44,41,41,38,38,38,38,38,35,34,35,35,33,33,33,33,33,34,35,35,35,35,35,36,36,36,36,31,32,32,32,32,25,25,25,25,25,19,20,20,20,20,14,14,14,14,14,10,11,11,11,11,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,CT00060,Mauriceville,-40.7749023,175.7017963,10,10,9,9,9,9,9,9,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,CT00061,Mongonui,-34.9940621,173.5289181,40,41,39,41,38,39,37,35,33,33,32,30,30,28,28,28,28,27,25,25,25,25,24,24,24,24,24,25,25,26,26,26,26,26,26,26,26,23,23,23,23,23,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,CT00062,Mount Herbert,-43.68959,172.74196,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,CT00063,Murchison,-41.800178,172.3336836,11,12,12,12,12,13,11,12,11,11,11,10,9,9,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,7,7,8,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,CT00064,Ohinemuri,-37.379448,175.669424,31,31,30,32,30,30,29,27,26,26,25,23,23,21,21,21,21,21,20,19,19,19,19,18,18,19,19,19,20,20,20,20,20,20,20,20,20,18,18,18,18,18,14,14,14,14,14,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,CT00065,Ohura,-38.8439123,174.9816397,27,27,26,28,26,26,25,24,23,23,22,20,20,19,19,19,19,19,17,17,17,17,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,15,16,16,16,16,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,CT00066,Opotiki,-38.00915,177.28706,25,24,24,21,20,21,19,19,18,21,16,13,16,18,18,18,18,16,15,15,15,15,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,CT00067,Oroua,-40.166667,175.583333,45,46,43,43,42,41,41,40,37,39,36,33,32,32,32,32,32,31,29,29,29,29,28,27,27,28,28,29,29,29,29,29,29,29,30,30,30,27,27,27,27,27,20,21,21,21,21,16,16,16,16,16,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,CT00068,Otamatea,-36.09833,174.23944,42,42,40,43,40,40,38,36,35,35,33,31,31,29,29,29,29,28,26,26,26,26,25,25,25,25,25,26,26,26,26,26,27,27,27,27,27,24,24,24,24,24,19,19,19,19,19,15,15,15,15,15,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,CT00069,Oxford,-43.29609879,172.1886163,21,20,20,21,21,19,19,19,18,18,17,15,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,CT00070,Pahiatua,-40.4596526,175.8349216,36,37,35,35,33,33,33,32,29,31,28,26,26,25,25,25,25,25,23,23,23,23,22,22,22,22,22,23,24,24,24,24,23,24,24,24,24,21,22,22,22,22,16,16,17,16,16,13,13,13,13,13,9,10,10,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,CT00071,Paparua,-43.529,172.458173,60,58,58,59,59,55,53,54,51,51,48,44,43,43,43,43,43,40,38,38,38,38,37,37,37,37,37,39,39,39,39,39,38,38,38,38,38,34,35,35,34,34,28,28,28,28,28,23,23,23,23,23,15,15,15,15,15,13,13,13,13,13,11,11,11,11,11,7,7,7,8,8,6,6,6,6,6,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,CT00072,Patangata,-39.917,176.717,22,21,22,19,18,19,17,17,16,19,15,11,14,16,16,16,16,14,13,13,13,13,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,CT00073,Patea,-39.7547982,174.4728191,40,42,40,38,40,37,37,37,35,34,33,30,31,29,29,29,29,27,26,25,26,26,24,23,23,23,23,24,25,25,25,25,23,24,24,24,24,20,20,20,20,20,16,16,16,16,16,12,12,12,12,12,8,8,8,8,8,6,7,7,7,7,5,5,5,5,5,3,3,4,4,4,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,CT00074,Peninsula,-45.8583,170.65,19,19,19,18,20,19,18,19,18,18,18,17,16,15,15,15,15,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,10,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,CT00075,Piako,-37.68545,175.67254,72,72,69,73,68,69,66,62,60,59,57,54,53,49,49,49,49,49,45,45,45,45,43,43,42,43,43,45,45,46,45,45,46,46,47,47,47,41,41,42,41,41,32,32,32,32,32,25,26,26,26,26,18,18,18,18,18,13,14,14,14,14,10,10,10,10,10,6,6,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,CT00076,Pohangina,-40.16666,175.7999968,16,16,15,15,15,14,14,14,13,13,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,CT00077,Raglan,-37.79931138,174.8783946,49,49,47,50,47,47,45,43,41,41,39,37,36,34,34,34,34,33,31,31,31,31,30,29,29,29,29,31,31,31,31,31,31,32,32,32,32,28,28,28,28,28,22,22,22,22,22,17,17,18,18,18,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,CT00078,Rangiora,-43.30437,172.58356,38,36,36,37,37,34,33,34,32,32,30,28,27,27,27,27,27,25,24,24,24,24,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,21,22,22,22,22,17,17,17,17,17,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,CT00079,Rangitikei,-39.66667,175.75,94,96,92,92,88,87,87,85,78,82,75,69,68,67,67,67,67,65,61,61,61,61,59,58,58,58,58,61,62,62,62,62,62,62,62,62,62,57,57,58,57,57,43,43,44,44,44,34,34,34,34,34,25,25,25,25,25,18,19,19,19,19,15,15,15,15,15,10,11,11,11,11,7,7,7,7,7,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
79,CT00080,Rodney,-36.539,174.528,40,40,38,41,38,38,37,35,33,33,32,30,29,27,27,27,27,27,25,25,25,25,24,24,24,24,24,25,25,25,25,25,25,26,26,26,26,23,23,23,23,23,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,7,8,8,8,8,5,6,6,6,6,3,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,CT00081,Rotorua,-38.16667,176.33333,21,21,20,22,20,21,20,18,18,18,17,16,16,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,14,13,13,14,14,14,14,14,12,12,12,12,12,9,10,10,10,10,7,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,CT00082,Selwyn,-43.64884427,172.2322075,16,16,15,16,16,15,14,14,14,14,13,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,CT00083,Sounds,-41.1417,174.0894,11,11,10,10,10,10,10,9,9,9,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,CT00084,Southland,-46.413056,168.3475,296,322,297,304,315,297,291,299,276,278,277,251,253,222,222,223,223,188,179,178,179,179,174,173,173,174,174,176,177,177,177,177,174,175,176,176,176,155,156,156,156,156,125,126,126,126,126,99,100,100,100,100,73,73,73,73,73,64,65,65,65,65,51,52,52,52,52,35,36,36,36,36,25,25,25,25,25,15,15,14,14,14,6,5,5,4,4,4,4,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0
84,CT00085,Springs,-43.633,172.417,22,21,21,21,21,20,19,19,18,18,17,16,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,CT00086,Stratford,-39.3370781,174.2838238,64,67,63,60,63,60,59,59,55,55,52,47,49,46,46,46,46,43,41,41,41,41,38,37,37,37,37,39,40,40,40,40,37,38,38,38,38,32,33,33,33,33,25,26,26,26,26,19,19,19,19,19,13,13,13,13,13,10,11,11,11,11,8,8,8,8,8,5,6,6,6,6,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,CT00087,Taieri,-45.887,170.2335,68,68,68,64,72,67,65,67,63,64,63,60,59,54,54,54,54,50,45,44,45,45,43,42,42,42,42,43,43,43,43,43,46,47,47,47,47,44,45,45,45,45,38,38,38,38,38,32,32,32,32,32,22,22,22,22,22,18,18,18,18,18,16,16,16,16,16,12,12,12,12,12,9,9,9,9,9,6,6,6,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
87,CT00088,Takaka,-40.85085138,172.8070275,20,22,22,21,21,23,20,21,20,20,19,18,17,15,15,15,15,14,13,13,13,13,13,12,12,12,12,13,13,13,13,13,15,15,15,15,15,13,13,13,13,13,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,CT00089,Taranaki,-39.3,174.133333,64,67,63,61,64,60,59,59,56,55,52,48,49,46,46,47,47,43,41,41,41,41,38,37,37,37,37,39,40,40,40,40,37,38,38,38,38,32,33,33,33,33,25,26,26,26,26,19,19,19,19,19,13,13,13,13,13,10,11,11,11,11,8,8,8,8,8,5,6,6,6,6,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,CT00090,Tauranga,-37.68611,176.16667,54,55,52,56,52,53,50,47,45,45,44,41,40,38,38,38,38,37,34,34,34,34,33,32,32,32,32,34,34,35,35,35,35,35,35,35,35,31,32,32,32,32,24,24,25,25,25,19,19,20,20,20,13,14,14,14,14,10,10,10,10,10,7,8,8,8,8,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,CT00091,Tawera,-43.3371994,171.9269209,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,CT00092,Thames,-37.13633279,175.5358312,21,21,20,21,20,20,19,18,17,17,17,16,15,14,14,14,14,14,13,13,13,13,13,12,12,12,12,13,13,13,13,13,13,14,14,14,14,12,12,12,12,12,9,9,9,9,9,7,7,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,CT00093,Tuapeka,-45.913,169.688,53,52,52,49,56,52,50,52,49,50,49,46,46,42,42,42,42,38,34,34,34,34,33,33,33,33,33,33,33,33,33,33,36,36,36,36,36,34,35,35,34,34,29,29,29,29,29,24,25,25,25,25,17,17,17,17,17,14,14,14,14,14,12,12,13,13,13,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
93,CT00094,Uawa,-38.371667,178.296917,13,12,12,11,10,11,10,10,9,11,8,6,8,9,9,9,9,8,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,CT00095,Vincent,-45.52,169.46,36,36,36,34,38,35,34,35,33,34,33,32,31,28,28,28,28,26,23,23,23,23,22,22,22,22,22,22,22,23,22,22,24,24,24,24,24,23,23,23,23,23,20,20,20,20,20,17,17,17,17,17,12,12,12,12,12,9,9,9,10,10,8,8,9,9,9,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,CT00096,Waiapu,-38.055833,178.305278,16,16,16,14,14,14,13,13,12,14,11,8,10,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,CT00097,Waihemo,-45.383,170.633,15,15,15,14,16,15,14,15,14,14,14,13,13,12,12,12,12,11,10,10,10,10,9,9,9,9,9,9,9,10,9,9,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,CT00098,Waikato,-37.6190862,175.023346,93,94,89,95,89,90,86,81,77,77,74,70,69,64,64,64,64,63,58,58,58,58,56,55,55,55,55,58,59,59,59,59,59,60,60,60,60,53,54,54,54,54,41,42,42,42,42,33,33,33,33,33,23,23,23,23,23,17,18,18,18,18,13,13,13,13,13,8,8,8,9,9,6,6,6,6,6,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
98,CT00099,Waikohu,-38.466667,177.866667,37,35,36,32,30,31,28,28,26,31,24,19,24,26,26,26,26,23,22,22,22,22,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,14,14,14,14,14,14,14,14,14,14,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,CT00100,Waikouaiti,-45.60014881,170.4716171,47,47,47,44,49,46,45,46,43,44,43,41,41,37,37,37,37,34,31,31,31,31,29,29,29,29,29,29,29,29,29,29,32,32,32,32,32,31,31,31,31,31,26,26,26,26,26,22,22,22,22,22,15,15,15,15,15,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
100,CT00101,Waimairi,-43.482,172.719,172,166,164,169,169,155,152,154,147,146,136,126,123,122,122,122,122,113,109,109,109,109,106,106,106,106,106,110,111,111,111,111,109,109,109,109,109,98,98,98,98,98,78,78,78,78,78,64,64,65,65,65,44,44,44,44,44,37,37,37,37,37,30,31,31,31,31,21,21,21,21,21,16,17,17,17,17,10,10,10,10,10,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
101,CT00102,Waimarino,-39.4,175.3,35,37,35,34,35,33,33,32,31,31,29,26,27,26,26,26,26,24,23,23,23,23,21,21,21,21,21,22,22,22,22,22,21,21,21,21,21,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,CT00103,Waimate,-44.7328091,171.0471354,87,84,83,85,85,79,77,78,74,74,69,64,62,62,62,62,62,57,55,55,55,55,54,54,54,54,54,56,56,56,56,56,55,55,55,55,55,50,50,50,50,50,40,40,40,40,40,33,33,33,33,33,22,22,22,22,22,19,19,19,19,19,15,15,16,16,16,11,11,11,11,11,8,8,8,9,9,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
103,CT00104,Waimate West,-39.5513,174.1281,29,30,29,27,29,27,27,27,25,25,24,22,22,21,21,21,21,20,19,18,19,19,17,17,17,17,17,18,18,18,18,18,17,17,17,17,17,15,15,15,15,15,12,12,12,12,12,8,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,CT00105,Waimea,-41.33333,173.183333,102,109,108,107,106,116,100,108,99,99,94,90,83,76,76,76,76,69,65,64,64,64,64,62,62,62,62,64,66,66,66,66,74,75,75,75,75,65,67,67,67,67,53,53,53,53,53,39,39,40,40,40,29,29,29,29,29,24,24,24,24,24,19,20,20,20,20,12,13,13,13,13,10,10,10,11,11,7,7,7,7,7,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
105,CT00106,Waipa,-37.986,175.421,92,93,88,94,88,89,85,80,76,76,73,69,68,63,63,63,63,63,58,57,57,57,55,55,54,55,55,57,58,58,58,58,59,59,60,60,60,52,53,53,53,53,41,41,41,41,41,32,33,33,33,33,23,23,23,23,23,17,17,18,18,18,13,13,13,13,13,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106,CT00107,Waipara,-43.0666664,172.749997,26,25,25,26,26,23,23,23,22,22,21,19,19,18,19,19,19,17,16,16,17,17,16,16,16,16,16,17,17,17,17,17,16,17,17,17,17,15,15,15,15,15,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,3,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,CT00108,Waipawa,-39.93989024,176.5908838,41,39,40,36,34,35,32,32,30,35,27,21,26,29,29,29,29,26,24,24,24,24,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,23,23,23,23,23,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,CT00109,Waipukurau,-39.99629318,176.5539761,13,13,13,12,11,12,10,10,10,12,9,7,9,10,10,10,10,9,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,CT00110,Wairarapa South,-41.356,175.372,35,36,34,34,33,32,32,31,29,30,28,25,25,25,25,25,25,24,23,22,23,23,22,21,21,22,22,23,23,23,23,23,23,23,23,23,23,21,21,21,21,21,16,16,16,16,16,12,13,13,13,13,9,9,9,9,9,7,7,7,7,7,5,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,CT00111,Wairewa,-43.805,172.7407,12,12,11,12,12,11,11,11,10,10,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,CT00112,Wairoa,-39.03333,177.36667,27,26,27,24,22,23,21,21,20,23,18,14,17,19,19,19,19,17,16,16,16,16,17,17,17,17,17,16,16,16,16,16,17,17,17,17,17,15,15,15,15,15,11,11,11,11,11,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,CT00113,Waitaki,-44.926,170.635,117,115,115,109,123,114,111,115,107,109,107,102,101,92,92,92,92,85,76,76,76,76,72,72,72,72,72,72,73,73,73,73,79,79,80,79,79,76,76,76,76,76,64,64,64,64,64,54,54,54,54,54,38,38,38,38,38,30,31,31,31,31,27,28,28,28,28,20,20,20,20,20,15,15,15,15,15,11,11,11,10,10,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0
113,CT00114,Waitemata,-36.75,174.67,111,113,107,114,107,108,103,97,93,93,89,84,82,77,77,77,77,76,70,69,70,70,67,66,66,66,66,69,71,71,71,71,71,72,73,72,72,64,65,65,65,65,50,50,50,50,50,39,40,40,40,40,28,28,28,28,28,21,21,21,21,21,15,16,16,16,16,10,10,10,10,10,7,7,8,8,8,5,5,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
114,CT00115,Waitomo,-38.2615305,175.1145451,70,71,67,72,67,68,65,61,59,58,56,53,52,49,49,49,49,48,44,44,44,44,43,42,42,42,42,44,45,45,45,45,45,46,46,46,46,40,41,41,41,41,31,32,32,32,32,25,25,25,25,25,17,18,18,17,17,13,13,14,14,14,10,10,10,10,10,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
