index,geo_unit,Name,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
228,BR00103,Waikouaiti,-45.59444,170.67222,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,BR00104,Waimate,-44.72836,171.05009,19,20,18,19,18,19,19,18,18,18,18,18,19,16,16,16,16,15,15,15,15,15,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,15,15,15,15,15,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,BR00105,Waipawa,-39.9416,176.58963,11,13,11,12,11,12,11,12,10,13,12,12,11,9,9,9,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,BR00106,Waipukurau,-39.9917,176.5583,14,16,14,15,13,15,14,15,13,16,15,14,13,11,11,11,11,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,BR00107,Wairoa,-39.03517,177.41803,19,18,19,19,20,20,16,18,20,17,17,16,18,15,15,15,15,13,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,13,14,14,14,14,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,BR00108,Waitara,-39.00158,174.23836,16,15,15,13,15,16,16,14,15,16,15,17,18,14,14,14,14,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,BR00109,Wanganui,-39.9333,175.05,172,170,169,175,167,166,172,164,160,167,167,168,180,140,140,140,140,113,121,121,121,121,113,113,114,114,114,116,117,117,117,117,126,126,126,126,126,116,117,117,116,116,92,92,92,92,92,73,74,74,74,74,53,53,53,53,53,41,41,41,41,41,35,35,35,35,35,23,23,23,24,24,16,17,17,17,17,12,11,11,11,11,5,5,4,3,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
235,BR00110,Wellington,-41.28664,174.77557,833,814,768,792,741,786,740,718,752,781,749,704,745,687,689,691,691,707,688,693,693,693,701,704,704,709,709,713,723,722,726,726,739,747,746,746,746,667,673,673,670,670,519,523,523,522,522,409,414,414,412,412,299,301,301,301,301,241,243,244,245,245,177,179,180,180,180,120,122,122,123,123,76,78,80,81,81,55,54,53,51,51,27,24,20,17,17,17,13,10,7,7,7,6,6,5,5,1,1,0,0,0,0,0,0,0
236,BR00111,West Harbour,-36.8094,174.6418,14,15,14,15,15,15,14,14,14,14,14,15,14,14,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,BR00112,Westport,-41.75262,171.6037,47,43,45,42,42,48,45,48,46,44,46,39,42,32,32,32,32,26,23,23,23,23,26,26,26,26,26,26,26,26,27,27,32,32,32,32,32,29,30,30,29,29,23,23,23,23,23,15,15,15,15,15,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
238,BR00113,Whakatane,-37.9585,176.985,21,20,18,20,20,20,18,18,17,16,17,17,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,11,11,11,11,11,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,BR00114,Whangarei,-35.73167,174.32391,34,35,33,35,35,35,34,32,33,34,34,35,34,32,32,33,33,31,29,29,29,29,28,28,28,28,28,29,29,29,29,29,30,31,31,31,31,28,28,28,28,28,23,24,23,23,23,19,20,20,19,19,14,14,14,14,14,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,BR00115,Winton,-46.15,168.33333,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,BR00116,Woodville,-40.3371,175.8667,13,12,12,11,10,12,10,11,11,11,10,11,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,BR00117,Woolston,-43.55,172.683333,38,40,36,38,37,38,37,37,37,37,36,36,38,33,33,33,33,31,29,29,30,30,29,29,29,29,29,30,30,30,30,30,32,32,32,32,32,29,30,30,29,29,24,24,25,24,24,20,20,20,20,20,15,15,15,15,15,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,5,5,5,6,6,4,4,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
