geo_unit,school,name,latitude,longitude,grade_1918,average_attendance_1918,gender,StatutoryLowAge,StatutoryHighAge,number_staff,SchoolCapacity
CT00028,Te Hihi,Franklin,-37.201744,174.90514,1,12,Mixed,5,12,1,13
CT00098,Te Hoe,Waikato,-37.6190862,175.023346,2,27,Mixed,5,12,1,30
CT00036,Te Kopuru,Hobson,-35.9396,173.8726,4,167,Mixed,5,12,5,186
CT00106,Te Kowhai,Waipa,-37.986,175.421,3,87,Mixed,5,12,2,97
CT00115,Te Mapara,Waitomo,-38.2615305,175.1145451,2,36,Mixed,5,12,1,40
CT00077,Te Mata,Raglan,-37.79931138,174.8783946,3,55,Mixed,5,12,2,61
CT00120,Te Mawhai,West Taupo,-38.92,175.75,3,55,Mixed,5,12,2,61
CT00106,Te Pahu,Waipa,-37.986,175.421,2,32,Mixed,5,12,1,36
CT00020,Te Papapa,Eden,-36.88158,174.76204,5,331,Mixed,5,12,12,368
CT00037,Te Pua,Hokianga,-35.5258,173.3786,3,39,Mixed,5,12,3,43
CT00090,Te Puke,Tauranga,-37.68611,176.16667,4,135,Mixed,5,12,7,150
CT00090,Te Puke No.2,Tauranga,-37.68611,176.16667,2,36,Mixed,5,12,1,40
CT00090,Te Puna,Tauranga,-37.68611,176.16667,2,20,Mixed,5,12,1,22
CT00115,Te Rahu,Waitomo,-38.2615305,175.1145451,2,37,Mixed,5,12,1,41
CT00106,Te Rapa,Waipa,-37.986,175.421,3,39,Mixed,5,12,2,43
CT00115,Te Rauamoa,Waitomo,-38.2615305,175.1145451,1,13,Mixed,5,12,1,14
CT00017,Tererenga (10) and Whangapoua (11),Coromandel,-36.761287,175.4981278,2,21,Mixed,5,12,1,23
CT00106,Te Rore,Waipa,-37.986,175.421,2,11,Mixed,5,12,1,12
CT00077,Te Uku,Raglan,-37.79931138,174.8783946,2,21,Mixed,5,12,1,23
CT00092,Thames North,Thames,-37.13633279,175.5358312,3,59,Mixed,5,12,2,66
CT00122,Thornton,Whakatane,-37.95855,176.98545,1,11,Mixed,5,12,1,12
CT00080,Ti Point,Rodney,-36.539,174.528,2,29,Mixed,5,12,1,32
CT00059,Tirau,Matamata,-37.8106,175.76237,3,46,Mixed,5,12,3,51
CT00114,Titirangi,Waitemata,-36.75,174.67,1,12,Mixed,5,12,1,13
CT00124,Titoki (22) and Wharekohe (16),Whangarei,-35.73167,174.32391,3,38,Mixed,5,12,2,42
CT00066,Toatoa,Opotiki,-38.00915,177.28706,0,6,Mixed,5,12,1,7
CT00068,Tokatoka,Otamatea,-36.09833,174.23944,3,38,Mixed,5,12,2,42
CT00059,Tokoroa,Matamata,-37.8106,175.76237,2,24,Mixed,5,12,1,27
CT00080,Tomarata,Rodney,-36.539,174.528,2,24,Mixed,5,12,1,27
CT00125,Totara,Whangaroa,-35.05205502,173.7434618,3,39,Mixed,5,12,3,43
CT00028,Tuakau,Franklin,-37.201744,174.90514,3,81,Mixed,5,12,3,90
CT00098,Tuhikaramea,Waikato,-37.6190862,175.023346,2,27,Mixed,5,12,1,30
CT00092,Turua,Thames,-37.13633279,175.5358312,3,92,Mixed,5,12,2,102
CT00114,Upper Waiwera,Waitemata,-36.75,174.67,2,23,Mixed,5,12,1,26
CT00061,Victoria Valley,Mongonui,-34.9940621,173.5289181,3,62,Mixed,5,12,3,69
CT00059,Waharoa,Matamata,-37.8106,175.76237,3,56,Mixed,5,12,2,62
CT00061,Waiharara,Mongonui,-34.9940621,173.5289181,3,41,Mixed,5,12,3,46
CT00114,Waiheke Central,Waitemata,-36.75,174.67,2,20,Mixed,5,12,1,22
CT00064,Waihi Plains,Ohinemuri,-37.379448,175.669424,2,39,Mixed,5,12,1,43
CT00061,Waihopo,Mongonui,-34.9940621,173.5289181,3,57,Mixed,5,12,2,63
CT00075,Waihou,Piako,-37.68545,175.67254,3,99,Mixed,5,12,2,110
CT00124,Waikiekie East (17) and Waikiekie West (29),Whangarei,-35.73167,174.32391,3,46,Mixed,5,12,3,51
CT00064,Waikino,Ohinemuri,-37.379448,175.669424,4,173,Mixed,5,12,5,192
CT00114,Waikumete,Waitemata,-36.75,174.67,3,98,Mixed,5,12,2,109
CT00077,Waimai (6) and Waingaro (9),Raglan,-37.79931138,174.8783946,1,15,Mixed,5,12,1,17
CT00037,Waimamaku Valley,Hokianga,-35.5258,173.3786,3,36,Mixed,5,12,2,40
CT00122,Waimana,Whakatane,-37.95855,176.98545,3,43,Mixed,5,12,3,48
CT00008,Waimate,Bay of Islands,-35.2,174.166667,3,55,Mixed,5,12,2,61
CT00008,Waimatenui,Bay of Islands,-35.2,174.166667,0,10,Mixed,5,12,1,11
CT00075,Waiorongomai,Piako,-37.68545,175.67254,2,19,Mixed,5,12,1,21
CT00066,Waiotahi Valley,Opotiki,-38.00915,177.28706,2,27,Mixed,5,12,1,30
CT00037,Waiotemarama (18) and Weke-weka (17),Hokianga,-35.5258,173.3786,3,35,Mixed,5,12,2,39
CT00008,Waipapa,Bay of Islands,-35.2,174.166667,1,11,Mixed,5,12,1,12
CT00106,Waipari (18) and Wharepuhunga (18),Waipa,-37.986,175.421,3,36,Mixed,5,12,2,40
CT00028,Waipipi,Franklin,-37.201744,174.90514,3,61,Mixed,5,12,2,68
CT00124,Waipu Cave,Whangarei,-35.73167,174.32391,1,7,Mixed,5,12,1,8
CT00124,Waipu Central,Whangarei,-35.73167,174.32391,3,53,Mixed,5,12,2,59
CT00124,Waipu North,Whangarei,-35.73167,174.32391,2,26,Mixed,5,12,1,29
CT00124,Waipu Upper,Whangarei,-35.73167,174.32391,3,30,Mixed,5,12,3,33
CT00008,Waipuna,Bay of Islands,-35.2,174.166667,3,38,Mixed,5,12,2,42
CT00092,Wairanga,Thames,-37.13633279,175.5358312,2,29,Mixed,5,12,1,32
CT00068,Wairere,Otamatea,-36.09833,174.23944,2,18,Mixed,5,12,1,20
CT00028,Wairoa South,Franklin,-37.201744,174.90514,2,23,Mixed,5,12,1,26
CT00092,Waitakaruru,Thames,-37.13633279,175.5358312,2,21,Mixed,5,12,1,23
CT00008,Waitangi,Bay of Islands,-35.2,174.166667,2,25,Mixed,5,12,1,28
CT00064,Waitekauri,Ohinemuri,-37.379448,175.669424,2,20,Mixed,5,12,1,22
CT00077,Waitetuna,Raglan,-37.79931138,174.8783946,1,20,Mixed,5,12,1,22
CT00075,Waitoa,Piako,-37.68545,175.67254,3,58,Mixed,5,12,2,64
CT00115,Waitomo Valley Road (12) and Te Rau Mauku (13),Waitomo,-38.2615305,175.1145451,2,25,Mixed,5,12,1,28
CT00120,Waituhi,West Taupo,-38.92,175.75,3,43,Mixed,5,12,2,48
CT00028,Waiuku,Franklin,-37.201744,174.90514,4,186,Mixed,5,12,6,207
CT00114,Waiwera,Waitemata,-36.75,174.67,1,12,Mixed,5,12,1,13
CT00075,Walton,Piako,-37.68545,175.67254,3,63,Mixed,5,12,2,70
CT00075,Wardville,Piako,-37.68545,175.67254,1,26,Mixed,5,12,1,29
CT00080,Warkworth,Rodney,-36.539,174.528,4,152,Mixed,5,12,6,169
CT00080,Wayby,Rodney,-36.539,174.528,1,15,Mixed,5,12,1,17
CT00080,Wellsford,Rodney,-36.539,174.528,3,49,Mixed,5,12,3,54
CT00028,Weymouth,Franklin,-37.201744,174.90514,1,23,Mixed,5,12,1,26
CT00090,Whakamarama,Tauranga,-37.68611,176.16667,2,24,Mixed,5,12,1,27
CT00124,Whakapara,Whangarei,-35.73167,174.32391,3,50,Mixed,5,12,2,56
CT00124,Whananaki,Whangarei,-35.73167,174.32391,3,38,Mixed,5,12,2,42
CT00080,Whangaparoa,Rodney,-36.539,174.528,11,16,Mixed,5,12,1,18
CT00028,Whangarata,Franklin,-37.201744,174.90514,2,30,Mixed,5,12,1,33
CT00124,Whangarei Heads (42) and side school (14),Whangarei,-35.73167,174.32391,3,56,Mixed,5,12,2,62
CT00080,Whangaripo,Rodney,-36.539,174.528,0,8,Mixed,5,12,1,9
CT00125,Whangaroa North,Whangaroa,-35.05205502,173.7434618,2,25,Mixed,5,12,1,28
CT00037,Wharehine,Hokianga,-35.5258,173.3786,1,23,Mixed,5,12,1,26
CT00092,Wharepoa,Thames,-37.13633279,175.5358312,3,64,Mixed,5,12,2,71
CT00106,Whatawhata,Waipa,-37.986,175.421,3,58,Mixed,5,12,2,64
CT00055,Whitford No.1,Manukau,-36.99282,174.87986,3,42,Mixed,5,12,2,47
CT00055,Whitford No.2,Manukau,-36.99282,174.87986,1,16,Mixed,5,12,1,18
CT00114,Woodhill,Waitemata,-36.75,174.67,3,71,Mixed,5,12,2,79
BR00001,Akaroa District High School Primary (102) Secondary (12),Akaroa,-43.80467,172.966667,3,114,Mixed,5,18,2,127
BR00004,Ashburton Main (389) and Allenton (side school) (124),Ashburton,-43.90556,171.74556,7,513,Mixed,5,12,19,570
BR00025,Geraldine District High School Primary (209) Secondary (24),Geraldine,-44.09028,171.24333,5,233,Mixed,5,18,7,259
BR00029,Greymouth District High School Primary (468) Secondary (52) Blaketown (side school) (88),Greymouth,-42.45,171.2075,7,608,Mixed,5,18,17,676
BR00004,Hampstead,Ashburton,-43.90556,171.74556,5,329,Mixed,5,12,10,366
BR00035,Hokitika District High School Primary (295) secondary (50),Hokitika,-42.71667,170.96667,5,345,Mixed,5,18,8,383
BR00039,Kaiapoi District High School Primary (385) Secondary (10),Kaiapoi,-43.37832,172.64013,6,395,Mixed,5,18,10,439
BR00039,Kaiapoi Island,Kaiapoi,-43.37832,172.64013,1,14,Mixed,5,12,1,16
BR00041,Kumara,Kumara,-42.63111,171.18694,3,88,Mixed,5,12,2,98
BR00045,Lyttleton District High Schol Primary (404) Secondary (19),Lyttelton,-43.526945,172.632377,6,423,Mixed,5,12,13,470
BR00045,Lyttleton Heads,Lyttelton,-43.526945,172.632377,0,6,Mixed,5,12,1,7
BR00045,Lyttleton West,Lyttelton,-43.526945,172.632377,4,162,Mixed,5,12,7,180
BR00058,New Brighton (452) and North New Brighton (side school) (51),New Brighton,-43.50962726,172.7303742,6,503,Mixed,5,12,18,559
BR00079,Rangiora,Rangiora,-43.30437,172.58356,5,282,Mixed,5,12,12,313
BR00045,Rapaki,Lyttelton,-43.526945,172.632377,1,14,Mixed,5,12,1,16
BR00080,Riccarton,Riccarton,-43.52998,172.59744,4,203,Mixed,5,12,4,226
BR00083,Ross,Ross,-42.89583,170.81417,3,81,Mixed,5,12,2,90
BR00086,Runanga,Runanga,-42.4020632,171.2465516,4,241,Mixed,5,12,5,268
BR00013,Spreydon,Christchurch,-43.55,172.6667,4,193,Mixed,5,12,4,214
BR00090,Sumner,Sumner,-43.57144,172.76447,4,252,Mixed,5,12,6,280
BR00099,Temuka District High School Primary (330) Secondary (34),Temuka,-44.2453,171.27786,5,364,Mixed,5,18,12,404
BR00101,Timaru Main (735) and Timaru West (side school) (127),Timaru,-44.39672,171.25364,7,862,Mixed,5,12,18,958
BR00101,Timaru South,Timaru,-44.39672,171.25364,6,463,Mixed,5,12,18,514
BR00004,Tinwald,Ashburton,-43.90556,171.74556,4,171,Mixed,5,12,4,190
BR00101,Waimataitai,Timaru,-44.39672,171.25364,7,588,Mixed,5,12,16,653
BR00104,Waimate District High School Primary (458) Secondary (73),Waimate,-44.72836,171.05009,7,531,Mixed,5,18,14,590
BR00080,Wharenui,Riccarton,-43.52998,172.59744,5,322,Mixed,5,12,12,358
BR00117,Woolston,Woolston,-43.55,172.683333,7,565,Mixed,5,12,15,628
CT00049,Adair,Levels,-44.29873,171.2225,1,13,Mixed,5,12,1,14
CT00030,Ahaura,Grey,-42.546,171.606,2,20,Mixed,5,12,1,22
CT00050,Albury,Mackenzie,-44.1,170.8289,3,59,Mixed,5,12,2,66
CT00004,Alford Forest,Ashburton,-43.89834,171.73011,2,26,Mixed,5,12,1,29
CT00050,Allandale,Mackenzie,-44.1,170.8289,1,12,Mixed,5,12,1,13
CT00047,Amberly,Kowai,-43.2097,172.6956,3,90,Mixed,5,12,2,100
CT00004,Anama,Ashburton,-43.89834,171.73011,2,28,Mixed,5,12,1,31
CT00052,Annat,Malvern,-43.4884,172.11462,3,39,Mixed,5,12,2,43
CT00121,Arahura Road,Westland,-43.431,170.155,3,49,Mixed,5,12,2,54
CT00030,Aratika,Grey,-42.546,171.606,1,17,Mixed,5,12,1,19
CT00091,Arthur's Pass,Tawera,-43.3371994,171.9269209,3,28,Mixed,5,12,2,31
CT00029,Arundel,Geraldine,-44.09061,171.24458,1,20,Mixed,5,12,1,22
CT00004,Ashburton Forks,Ashburton,-43.89834,171.73011,1,16,Mixed,5,12,1,18
CT00005,Ashley,Ashley,-43.3034,172.5914,3,44,Mixed,5,12,2,49
CT00005,Ashley Gorge,Ashley,-43.3034,172.5914,2,23,Mixed,5,12,1,26
CT00004,Ashton,Ashburton,-43.89834,171.73011,2,24,Mixed,5,12,1,27
CT00050,Ashwick Flat,Mackenzie,-44.1,170.8289,1,8,Mixed,5,12,1,9
CT00029,Ataahua,Geraldine,-44.09061,171.24458,1,17,Mixed,5,12,1,19
CT00121,Awatuna,Westland,-43.431,170.155,0,9,Mixed,5,12,1,10
CT00052,Aylesbury,Malvern,-43.4884,172.11462,2,27,Mixed,5,12,1,30
CT00047,Balcairn,Kowai,-43.2097,172.6956,3,36,Mixed,5,12,3,40
CT00052,Barr Hill,Malvern,-43.4884,172.11462,2,20,Mixed,5,12,1,22
CT00001,Barry's Bay,Akaroa,-43.526945,172.632377,2,22,Mixed,5,12,1,24
CT00030,Barrytown,Grey,-42.546,171.606,1,10,Mixed,5,12,1,11
CT00101,Belfast (106) and side school (90),Waimairi,-43.482,172.719,4,196,Mixed,5,12,6,218
CT00029,Belfield,Geraldine,-44.09061,171.24458,1,15,Mixed,5,12,1,17
CT00040,Big River,Inangahua,-41.85724663,171.9298009,0,4,Mixed,5,12,1,4
CT00023,Birdling's Flat,Ellesmere,-43.8,172.416667,1,11,Mixed,5,12,1,12
CT00030,Blackball,Grey,-42.546,171.606,4,173,Mixed,5,12,7,192
CT00103,Bluecliffs,Waimate,-44.7328091,171.0471354,2,21,Mixed,5,12,1,23
CT00121,Bluespur,Westland,-43.431,170.155,1,18,Mixed,5,12,1,20
CT00030,Boddytown,Grey,-42.546,171.606,1,14,Mixed,5,12,1,16
CT00071,Broadfield,Paparua,-43.529,172.458173,2,27,Mixed,5,12,1,30
CT00035,Bromley,Heathcote,-43.583,172.716638,3,95,Mixed,5,12,2,106
CT00023,Brookside,Ellesmere,-43.8,172.416667,3,40,Mixed,5,12,2,44
CT00049,Broomfield,Levels,-44.29873,171.2225,2,25,Mixed,5,12,1,28
CT00121,Bruce Bay,Westland,-43.431,170.155,1,9,Mixed,5,12,1,10
CT00071,Burnham,Paparua,-43.529,172.458173,2,31,Mixed,5,12,1,34
CT00082,Callaghan's,Selwyn,-43.64884427,172.2322075,1,11,Mixed,5,12,1,12
CT00030,Cameron's,Grey,-42.546,171.606,3,38,Mixed,5,12,3,42
CT00103,Cannington,Waimate,-44.7328091,171.0471354,1,17,Mixed,5,12,1,19
CT00004,Carew,Ashburton,-43.89834,171.73011,1,16,Mixed,5,12,1,18
CT00025,Calrleton,Eyre,-43.3049,172.5967,2,21,Mixed,5,12,1,23
CT00035,Cashmere,Heathcote,-43.583,172.716638,4,123,Mixed,5,12,4,137
CT00049,Cave,Levels,-44.29873,171.2225,2,42,Mixed,5,12,1,47
CT00050,Chamberlain,Mackenzie,-44.1,170.8289,2,17,Mixed,5,12,1,19
CT00071,Charing Cross,Paparua,-43.529,172.458173,1,13,Mixed,5,12,1,14
CT00004,Chertsey,Ashburton,-43.89834,171.73011,3,40,Mixed,5,12,2,44
CT00052,Chorlton,Malvern,-43.4884,172.11462,1,14,Mixed,5,12,1,16
CT00029,Clandeboye,Geraldine,-44.09061,171.24458,3,81,Mixed,5,12,2,90
CT00052,Claremont,Malvern,-43.4884,172.11462,3,31,Mixed,5,12,2,34
CT00025,Clarkville,Eyre,-43.3049,172.5967,3,48,Mixed,5,12,2,53
CT00030,Cobden,Grey,-42.546,171.606,4,224,Mixed,5,12,5,249
CT00121,Cook's River,Westland,-43.431,170.155,0,3,Mixed,5,12,1,3
CT00004,Cooper's Creek,Ashburton,-43.89834,171.73011,2,29,Mixed,5,12,1,32
CT00003,Culverden,Amuri,-42.50480809,173.0221142,3,43,Mixed,5,12,2,48
CT00078,Cust,Rangiora,-43.30437,172.58356,3,83,Mixed,5,12,3,92
CT00052,Darfield District High School Primary (30) Secondary (14),Malvern,-43.4884,172.11462,3,44,Mixed,5,18,2,49
CT00030,Dobson,Grey,-42.546,171.606,2,25,Mixed,5,12,1,28
CT00012,Domett,Cheviot,-42.81212,173.2736762,2,26,Mixed,5,12,1,29
CT00004,Dorie,Ashburton,-43.89834,171.73011,2,22,Mixed,5,12,1,24
CT00030,Douglas,Grey,-42.546,171.606,2,23,Mixed,5,12,1,26
CT00023,Doyleston,Ellesmere,-43.8,172.416667,3,66,Mixed,5,12,3,73
CT00004,Dromore,Ashburton,-43.89834,171.73011,2,16,Mixed,5,12,1,18
CT00012,Dunganville (7) andd Marsden (4),Cheviot,-42.81212,173.2736762,1,11,Mixed,5,12,1,12
CT00023,Dunsandel,Ellesmere,-43.8,172.416667,3,62,Mixed,5,12,2,69
CT00001,Duvauchelle's Bay,Akaroa,-43.526945,172.632377,3,36,Mixed,5,12,3,40
CT00004,Ealing,Ashburton,-43.89834,171.73011,1,25,Mixed,5,12,1,28
CT00004,Eiffleton,Ashburton,-43.89834,171.73011,2,26,Mixed,5,12,1,29
CT00004,Elgin,Ashburton,-43.89834,171.73011,1,14,Mixed,5,12,1,16
CT00085,Ellesmere,Springs,-43.633,172.417,2,28,Mixed,5,12,1,31
CT00103,Esk Valley,Waimate,-44.7328091,171.0471354,1,14,Mixed,5,12,1,16
CT00025,Eyreton,Eyre,-43.3049,172.5967,2,19,Mixed,5,12,1,21
CT00025,Eyreton West,Eyre,-43.3049,172.5967,3,38,Mixed,5,12,3,42
CT00050,Fairlie,Mackenzie,-44.1,170.8289,4,183,Mixed,5,12,7,203
CT00004,Fairton,Ashburton,-43.89834,171.73011,3,56,Mixed,5,12,2,62
CT00049,Fairview,Levels,-44.29873,171.2225,3,38,Mixed,5,12,2,42
CT00101,Fendalton,Waimairi,-43.482,172.719,4,162,Mixed,5,12,7,180
CT00078,Fernside,Rangiora,-43.30437,172.58356,3,55,Mixed,5,12,3,61
CT00029,Four Peaks,Geraldine,-44.09061,171.24458,1,9,Mixed,5,12,1,10
CT00001,French Farm,Akaroa,-43.526945,172.632377,1,9,Mixed,5,12,1,10
CT00029,Gapes Valley,Geraldine,-44.09061,171.24458,2,23,Mixed,5,12,1,26
CT00111,Gebbie's Valley,Wairewa,-43.805,172.7407,2,23,Mixed,5,12,1,26
CT00103,Glenavy,Waimate,-44.7328091,171.0471354,2,27,Mixed,5,12,1,30
CT00049,Glen-iti,Levels,-44.29873,171.2225,3,37,Mixed,5,12,2,41
CT00069,Glen Kowhai,Oxford,-43.29609879,172.1886163,1,16,Mixed,5,12,1,18
CT00082,Glenroy,Selwyn,-43.64884427,172.2322075,1,21,Mixed,5,12,1,23
CT00052,Glentunnel,Malvern,-43.4884,172.11462,3,86,Mixed,5,12,3,96
CT00121,Goldsborough,Westland,-43.431,170.155,1,14,Mixed,5,12,1,16
CT00062,Governor's Bay,Mount Herbert,-43.68959,172.74196,1,21,Mixed,5,12,1,23
CT00052,Greendale,Malvern,-43.4884,172.11462,3,41,Mixed,5,12,2,46
CT00085,Greenpark,Springs,-43.633,172.417,3,46,Mixed,5,12,2,51
CT00004,Greenstreet,Ashburton,-43.89834,171.73011,1,19,Mixed,5,12,1,21
CT00012,Greta Valley,Cheviot,-42.81212,173.2736762,2,18,Mixed,5,12,1,20
CT00103,Hakataramea,Waimate,-44.7328091,171.0471354,2,21,Mixed,5,12,1,23
CT00103,Hakataramea Valley,Waimate,-44.7328091,171.0471354,2,33,Mixed,5,12,1,37
CT00052,Halkett,Malvern,-43.4884,172.11462,2,25,Mixed,5,12,1,28
CT00031,Halswell,Halswell,-43.583,172.567,3,54,Mixed,5,12,3,60
CT00003,Hanmer Plains,Amuri,-42.50480809,173.0221142,3,42,Mixed,5,12,2,47
CT00052,Hannaton,Malvern,-43.4884,172.11462,3,28,Mixed,5,12,2,31
CT00042,Hapuka,Kaikoura,-42.41667,173.68333,2,28,Mixed,5,12,1,31
CT00101,Harewood,Waimairi,-43.482,172.719,4,110,Mixed,5,12,6,122
CT00121,Harihari,Westland,-43.431,170.155,2,22,Mixed,5,12,1,24
CT00030,Hatters,Grey,-42.546,171.606,3,28,Mixed,5,12,3,31
CT00029,Hazelburn,Geraldine,-44.09061,171.24458,2,25,Mixed,5,12,1,28
CT00035,Heathcote Valley,Heathcote,-43.583,172.716638,4,128,Mixed,5,12,7,142
CT00004,Highbank,Ashburton,-43.89834,171.73011,3,69,Mixed,5,12,2,77
CT00029,Hilton,Geraldine,-44.09061,171.24458,3,54,Mixed,5,12,2,60
CT00004,Hinds,Ashburton,-43.89834,171.73011,3,57,Mixed,5,12,2,63
CT00004,Homebush,Ashburton,-43.89834,171.73011,2,17,Mixed,5,12,1,19
CT00103,Hook,Waimate,-44.7328091,171.0471354,3,46,Mixed,5,12,3,51
CT00103,Hook Bush,Waimate,-44.7328091,171.0471354,1,10,Mixed,5,12,1,11
CT00071,Hornby,Paparua,-43.529,172.458173,4,201,Mixed,5,12,7,223
CT00082,Hororata,Selwyn,-43.64884427,172.2322075,3,72,Mixed,5,12,2,80
CT00012,Horsley Downs,Cheviot,-42.81212,173.2736762,2,32,Mixed,5,12,1,36
CT00121,Humphrey's,Westland,-43.431,170.155,2,29,Mixed,5,12,1,32
CT00012,Hundalee,Cheviot,-42.81212,173.2736762,1,10,Mixed,5,12,1,11
CT00103,Hunter,Waimate,-44.7328091,171.0471354,3,36,Mixed,5,12,2,40
CT00004,Huntingdon,Ashburton,-43.89834,171.73011,1,16,Mixed,5,12,1,18
CT00003,Hurunui,Amuri,-42.50480809,173.0221142,1,11,Mixed,5,12,1,12
CT00103,Ikawai,Waimate,-44.7328091,171.0471354,2,23,Mixed,5,12,1,26
CT00030,Inchbonnie,Grey,-42.546,171.606,1,12,Mixed,5,12,1,13
CT00023,Irwell,Ellesmere,-43.8,172.416667,3,42,Mixed,5,12,3,47
CT00030,Jack's Mill,Grey,-42.546,171.606,1,21,Mixed,5,12,1,23
CT00121,Jackson,Westland,-43.431,170.155,1,11,Mixed,5,12,1,12
CT00042,Kaikoura Surburban,Kaikoura,-42.41667,173.68333,3,67,Mixed,5,12,2,74
CT00042,Kaikoura Town District High School Primary (94) secondary (9),Kaikoura,-42.41667,173.68333,3,103,Mixed,5,18,2,114
CT00029,Kakahu Bush,Geraldine,-44.09061,171.24458,1,14,Mixed,5,12,1,16
CT00121,Kanieri,Westland,-43.431,170.155,3,45,Mixed,5,12,3,50
CT00121,Kapua,Westland,-43.431,170.155,2,22,Mixed,5,12,1,24
CT00023,Kiliinchy,Ellesmere,-43.8,172.416667,3,48,Mixed,5,12,3,53
CT00052,Kimberley,Malvern,-43.4884,172.11462,2,27,Mixed,5,12,1,30
CT00049,Kingsdown,Levels,-44.29873,171.2225,3,34,Mixed,5,12,2,38
CT00025,Kirikiri,Eyre,-43.3049,172.5967,2,24,Mixed,5,12,1,27
CT00052,Kirwee,Malvern,-43.4884,172.11462,2,40,Mixed,5,12,1,44
CT00121,Kohika,Westland,-43.431,170.155,1,13,Mixed,5,12,1,14
CT00121,Koiterangi,Westland,-43.431,170.155,2,22,Mixed,5,12,1,24
CT00121,Kokatahi Lower,Westland,-43.431,170.155,2,29,Mixed,5,12,1,32
CT00121,Kokatahi Upper,Westland,-43.431,170.155,1,9,Mixed,5,12,1,10
CT00030,Kokiri,Grey,-42.546,171.606,2,33,Mixed,5,12,1,37
CT00052,Kowhai Bush,Malvern,-43.4884,172.11462,2,13,Mixed,5,12,1,14
CT00121,Kumara Junction,Westland,-43.431,170.155,1,13,Mixed,5,12,1,14
CT00071,Ladbrooks,Paparua,-43.529,172.458173,3,42,Mixed,5,12,3,47
CT00049,La Fontaine,Levels,-44.29873,171.2225,2,16,Mixed,5,12,1,18
CT00023,Lakeside,Ellesmere,-43.8,172.416667,3,43,Mixed,5,12,3,48
CT00004,Lauriston,Ashburton,-43.89834,171.73011,3,53,Mixed,5,12,2,59
CT00001,Le Bon's Bay,Akaroa,-43.526945,172.632377,3,33,Mixed,5,12,2,37
CT00023,Leeston,Ellesmere,-43.8,172.416667,3,74,Mixed,5,12,3,82
CT00047,Leithfield,Kowai,-43.2097,172.6956,3,32,Mixed,5,12,2,36
CT00085,Lincoln District High School Primary (81) Secondary (10),Springs,-43.633,172.417,3,91,Mixed,5,18,2,101
CT00004,Lismore,Ashburton,-43.89834,171.73011,3,42,Mixed,5,12,2,47
CT00001,Little Akaloa,Akaroa,-43.526945,172.632377,2,21,Mixed,5,12,1,23
CT00111,Little River,Wairewa,-43.805,172.7407,3,54,Mixed,5,12,2,60
CT00005,Loburn,Ashley,-43.3034,172.5914,3,49,Mixed,5,12,2,54
CT00005,Loburn North,Ashley,-43.3034,172.5914,2,22,Mixed,5,12,1,24
CT00004,Longbeach,Ashburton,-43.89834,171.73011,2,16,Mixed,5,12,1,18
CT00004,Lowcliffe,Ashburton,-43.89834,171.73011,2,30,Mixed,5,12,1,33
CT00003,Lyalldale,Amuri,-42.50480809,173.0221142,2,23,Mixed,5,12,1,26
CT00004,Lyndhurst,Ashburton,-43.89834,171.73011,3,42,Mixed,5,12,2,47
CT00003,Lyndon,Amuri,-42.50480809,173.0221142,1,10,Mixed,5,12,1,11
CT00050,Lynton Downs,Mackenzie,-44.1,170.8289,1,11,Mixed,5,12,1,12
CT00012,Mackenzie,Cheviot,-42.81212,173.2736762,3,86,Mixed,5,12,2,96
CT00121,Mahitahi,Westland,-43.431,170.155,0,8,Mixed,5,12,1,9
CT00103,Makikihi,Waimate,-44.7328091,171.0471354,2,44,Mixed,5,12,1,49
CT00121,Mananui,Westland,-43.431,170.155,1,6,Mixed,5,12,1,7
CT00101,Marshland,Waimairi,-43.482,172.719,4,114,Mixed,5,12,5,127
CT00030,Mason's Flat,Grey,-42.546,171.606,2,29,Mixed,5,12,1,32
CT00004,Mayfield,Ashburton,-43.89834,171.73011,3,66,Mixed,5,12,2,73
CT00004,Mead,Ashburton,-43.89834,171.73011,2,28,Mixed,5,12,1,31
CT00107,Medbury,Waipara,-43.0666664,172.749997,1,18,Mixed,5,12,1,20
CT00004,Methven,Ashburton,-43.89834,171.73011,4,146,Mixed,5,12,7,162
CT00121,Mikonui,Westland,-43.431,170.155,1,10,Mixed,5,12,1,11
CT00049,Milford,Levels,-44.29873,171.2225,3,59,Mixed,5,12,2,66
CT00030,Moana,Grey,-42.546,171.606,1,12,Mixed,5,12,1,13
CT00029,Monavale,Geraldine,-44.09061,171.24458,2,25,Mixed,5,12,1,28
CT00121,Moonlight,Westland,-43.431,170.155,0,6,Mixed,5,12,1,7
CT00103,Morven,Waimate,-44.7328091,171.0471354,3,61,Mixed,5,12,2,68
CT00085,Motukarara,Springs,-43.633,172.417,2,25,Mixed,5,12,1,28
CT00005,Mount Grey Downs,Ashley,-43.3034,172.5914,2,21,Mixed,5,12,1,23
CT00004,Mount Somers,Ashburton,-43.89834,171.73011,3,53,Mixed,5,12,3,59
CT00030,Ngahere,Grey,-42.546,171.606,3,52,Mixed,5,12,2,58
CT00025,Ohoka,Eyre,-43.3049,172.5967,3,51,Mixed,5,12,2,57
CT00001,Okain's Bay,Akaroa,-43.526945,172.632377,3,48,Mixed,5,12,3,53
CT00121,Okarito,Westland,-43.431,170.155,0,9,Mixed,5,12,1,10
